ensembl_gene_id	external_gene_name	start_position	end_position	strand	gene_biotype
ENSG00000227671	MIR3916	247353153	247374158	-1	pseudogene
ENSG00000227684	CROCCP4	17076728	17077459	1	pseudogene
ENSG00000227735	CYCSP5	244761693	244761989	-1	pseudogene
ENSG00000227741	RP11-536C5.7	160171989	160178659	-1	antisense
ENSG00000227742	CALR4P	52027538	52060569	-1	pseudogene
ENSG00000227773	ASH1L-IT1	155365801	155366769	-1	sense_intronic
ENSG00000227776	AKR1D1P1	167488773	167489823	1	pseudogene
ENSG00000227811	FAM212B-AS1	112282463	112290420	1	antisense
ENSG00000227832	ST13P21	109044980	109046077	1	pseudogene
ENSG00000227850	SEPT2P1	106240661	106240840	1	pseudogene
ENSG00000227857	RP4-533D7.5	46600203	46604753	1	antisense
ENSG00000227860	MTND5P18	238113036	238114836	-1	pseudogene
ENSG00000227868	C1orf234	23337327	23342343	-1	protein_coding
ENSG00000227883	ATP6V0E1P4	48015868	48016425	1	pseudogene
ENSG00000227887	RPS26P13	208870714	208871043	-1	pseudogene
ENSG00000227925	RP11-191N8.2	222001008	222014008	-1	lincRNA
ENSG00000227937	MTND2P30	81546475	81546856	1	pseudogene
ENSG00000227940	RP11-372M18.1	209498801	209501877	1	lincRNA
ENSG00000227941	UQCRBP2	162511122	162511418	-1	pseudogene
ENSG00000227963	RP5-1074L1.1	110828997	110881793	-1	antisense
ENSG00000227970	NR1H5P	115379848	115394074	1	pseudogene
ENSG00000228020	HNRNPA1P46	191115155	191116091	-1	pseudogene
ENSG00000228037	RP3-395M20.9	2512999	2515972	1	antisense
ENSG00000228044	RP4-781K5.4	234782035	234818922	1	lincRNA
ENSG00000228054	RANP5	109589450	109590104	1	pseudogene
ENSG00000228056	CFL1P3	64308862	64309356	-1	pseudogene
ENSG00000228057	SEC63P1	98011257	98012514	1	pseudogene
ENSG00000228058	RP11-552D4.1	230138477	230142909	1	lincRNA
ENSG00000228060	RP11-69E11.8	40030832	40038875	1	antisense
ENSG00000228067	RP11-61J19.3	212719036	212729407	1	lincRNA
ENSG00000228110	ST13P19	210438981	210440587	-1	pseudogene
ENSG00000228121	PHBP3	59465348	59466166	1	pseudogene
ENSG00000228126	LINC00568	150488233	150490508	1	lincRNA
ENSG00000228127	RP11-12L8.1	116461997	116468529	1	lincRNA
ENSG00000228175	GEMIN8P4	90459152	90459880	-1	pseudogene
ENSG00000228196	PTPN2P1	178715818	178716889	-1	pseudogene
ENSG00000228198	OR2M3	248366332	248367392	1	protein_coding
ENSG00000228208	C1orf143	218683438	218699320	1	protein_coding
ENSG00000228237	EFCAB14-AS1	47139708	47157770	1	antisense
ENSG00000228247	UBBP2	218023745	218023975	-1	pseudogene
ENSG00000228288	PCAT6	202780082	202781284	1	antisense
ENSG00000228309	GS1-204I12.1	185527504	185597659	-1	lincRNA
ENSG00000228336	OR9H1P	247938212	247939138	1	pseudogene
ENSG00000228347	FTLP17	104695928	104696452	-1	pseudogene
ENSG00000228348	EFCAB14P1	35587623	35588085	1	pseudogene
ENSG00000228369	TXNDC12-AS1	52516590	52518355	1	antisense
ENSG00000228382	ITPKB-IT1	226844341	226862768	-1	sense_intronic
ENSG00000228397	RP1-224A6.3	22350487	22351461	-1	lincRNA
ENSG00000228431	ARL5AP3	68515043	68515428	-1	pseudogene
ENSG00000228436	RP5-864K19.4	39325672	39385068	1	antisense
ENSG00000228453	RPS15AP9	117680851	117681231	1	pseudogene
ENSG00000228502	EEF1A1P11	96912486	96913874	1	pseudogene
ENSG00000228504	RP4-586O15.1	95776484	95783819	-1	lincRNA
ENSG00000228526	RP3-510D11.1	9242066	9262678	-1	lincRNA
ENSG00000228548	ITPKB-AS1	226856598	226864046	1	antisense
ENSG00000228549	U1	17197440	17200587	1	lincRNA
ENSG00000228589	SPCS2P4	28421582	28422933	-1	pseudogene
ENSG00000228594	C1orf233	1533392	1535476	-1	protein_coding
ENSG00000228646	RPL31P13	213602051	213602420	-1	pseudogene
ENSG00000228697	RP5-968D22.1	168370067	168391894	-1	lincRNA
ENSG00000228794	LINC01128	762988	794826	1	processed_transcript
ENSG00000228853	NEGR1-IT1	72259915	72302695	-1	sense_intronic
ENSG00000228918	GS1-122H1.2	182098445	182283196	-1	lincRNA
ENSG00000228939	AKT3-IT1	243956507	243957702	-1	sense_intronic
ENSG00000228971	RP11-286B14.1	95975672	96247898	1	lincRNA
ENSG00000229020	AKR7A2P1	113466045	113466959	1	pseudogene
ENSG00000229021	NBPF18P	151967007	152015250	1	antisense
ENSG00000229035	SPRR2C	153112967	153113185	-1	pseudogene
ENSG00000229051	RP5-952N6.1	71172136	71252151	1	lincRNA
ENSG00000229101	TCEB1P20	116099447	116100096	1	pseudogene
ENSG00000229120	CYCSP4	202338654	202339273	-1	pseudogene
ENSG00000229133	RPS7P4	68708157	68708738	-1	pseudogene
ENSG00000229228	LINC00582	231727038	231747836	-1	antisense
ENSG00000229258	RP11-552D8.1	212003188	212027045	1	antisense
ENSG00000229259	LRRC37A12P	32888815	32892390	-1	pseudogene
ENSG00000229316	HMGB1P45	50864497	50865445	-1	pseudogene
ENSG00000229332	PGBD4P8	60563087	60563648	1	pseudogene
ENSG00000229348	HYI-AS1	43919598	43922666	1	antisense
ENSG00000229357	CYCSP51	150876372	150876689	1	pseudogene
ENSG00000229359	PIN1P1	70385005	70386000	1	pseudogene
ENSG00000229367	HMGN2P19	229706279	229706543	1	pseudogene
ENSG00000229372	SZT2-AS1	43913447	43914315	-1	antisense
ENSG00000229376	CICP3	657472	660283	1	pseudogene
ENSG00000229444	RP11-184I16.4	44175063	44193014	-1	antisense
ENSG00000229463	LYST-AS1	236002783	236003482	1	antisense
ENSG00000229531	RP1-102G20.5	174904084	174923398	-1	antisense
ENSG00000229554	RPL21P24	47963566	47964013	-1	pseudogene
ENSG00000229570	GAPDHP58	120038459	120039464	-1	pseudogene
ENSG00000229571	PRAMEF26	13216356	13219581	-1	protein_coding
ENSG00000229612	SUMO1P2	168867374	168867677	1	pseudogene
ENSG00000229636	KRT8P21	73570475	73571965	1	pseudogene
ENSG00000229683	ASNSP5	142799587	142799739	1	pseudogene
ENSG00000229699	RP1-140J1.1	153146994	153164152	1	lincRNA
ENSG00000229724	OR2AQ1P	158765804	158766003	1	pseudogene
ENSG00000229739	RP11-295K2.3	186420213	186420881	1	antisense
ENSG00000229752	RPL7P10	81563952	81564690	-1	pseudogene
ENSG00000229780	UBE2Q1-AS1	154526085	154527493	1	antisense
ENSG00000229785	SLC25A38P1	172717700	172718642	1	pseudogene
ENSG00000229786	SNRPFP2	26213851	26214101	1	pseudogene
ENSG00000229795	RPS21P1	235596300	235596546	1	pseudogene
ENSG00000229815	CCNB1IP1P1	45424229	45425067	1	pseudogene
ENSG00000229840	ISCA1P2	229177918	229178338	1	pseudogene
ENSG00000229887	HNRNPA1P6	58513847	58514963	-1	pseudogene
ENSG00000229901	RP11-399E6.4	41840676	41841341	-1	antisense
ENSG00000229956	ZRANB2-AS2	71547007	71955652	1	processed_transcript
ENSG00000229989	MIR181A1HG	198776622	198906558	-1	lincRNA
ENSG00000229991	AKR1B1P1	224762136	224763091	1	pseudogene
ENSG00000229992	HMGB3P9	93112605	93113187	-1	pseudogene
ENSG00000229994	RPL5P4	35816323	35817208	1	pseudogene
ENSG00000230005	SNAP47-AS1	227931532	227934892	-1	antisense
ENSG00000230019	YWHAQP9	238271036	238271867	-1	pseudogene
ENSG00000230021	RP5-857K21.4	536816	659930	-1	lincRNA
ENSG00000230023	RP11-10N16.2	24526730	24538183	1	lincRNA
ENSG00000230068	CDC42-IT1	22385690	22390692	1	sense_intronic
ENSG00000230114	RP11-141A19.2	49723083	49734957	1	antisense
ENSG00000230124	RP5-1180C10.2	180238788	180245359	-1	antisense
ENSG00000230184	SMYD3-IT1	246484965	246485740	-1	sense_intronic
ENSG00000230214	FTLP18	37095936	37096458	1	pseudogene
ENSG00000230231	FMO7P	166443982	166450802	1	pseudogene
ENSG00000230250	RP11-90C4.2	56381282	56410636	-1	lincRNA
ENSG00000230280	HNRNPA1P59	202880940	202881857	1	pseudogene
ENSG00000230318	XRCC6P3	220487287	220488907	-1	pseudogene
ENSG00000230337	RP4-635E18.6	11159732	11162157	1	antisense
ENSG00000230364	RPL4P3	171652268	171653578	-1	pseudogene
ENSG00000230368	FAM41C	803451	812283	-1	lincRNA
ENSG00000230411	OR3D1P	247830189	247831143	1	pseudogene
ENSG00000230424	RP1-43E13.2	19536995	19567198	1	antisense
ENSG00000230426	ERVMER61-1	187610358	187612992	1	lincRNA
ENSG00000230427	RP11-313A24.1	95527152	95533101	1	antisense
ENSG00000230451	RPS29P6	37796453	37796597	1	pseudogene
ENSG00000230461	PROX1-AS1	213991094	214160973	-1	antisense
ENSG00000230489	VAV3-AS1	108507065	108537229	1	antisense
ENSG00000230523	RP3-437I16.1	29656132	29676626	-1	lincRNA
ENSG00000230547	HMGB1P11	171240093	171240729	-1	pseudogene
ENSG00000230550	RP11-74C13.3	204110536	204112137	1	antisense
ENSG00000230576	OR6R1P	247996651	247997590	-1	pseudogene
ENSG00000230582	PPIAL4F	148806015	148806799	1	pseudogene
ENSG00000230585	PHBP12	51246012	51246822	1	pseudogene
ENSG00000230604	TSEN15P2	52325450	52325807	1	pseudogene
ENSG00000230630	DNM3OS	172109461	172113934	-1	antisense
ENSG00000230667	SETSIP	92540090	92540968	-1	pseudogene
ENSG00000230679	ENO1-AS1	8938894	8939953	1	antisense
ENSG00000230768	RP11-251P6.1	106130197	106161580	-1	lincRNA
ENSG00000230787	PSAT1P3	79520630	79521740	-1	pseudogene
ENSG00000230798	RP4-792G4.2	63786555	63790112	-1	antisense
ENSG00000230806	RP11-343N15.1	121102017	121140666	-1	lincRNA
ENSG00000230833	RPEP3	28066465	28067140	1	pseudogene
ENSG00000230849	GOT2P2	173110239	173111489	-1	pseudogene
ENSG00000230921	HAO2-IT1	119911569	119912954	1	sense_intronic
ENSG00000230937	MIR205HG	209602165	209606183	1	lincRNA
ENSG00000230942	HMGN1P5	158236543	158237110	-1	pseudogene
ENSG00000230946	HNRNPA1P68	101406573	101407551	-1	pseudogene
ENSG00000231022	RPS3AP9	188663451	188664242	1	pseudogene
ENSG00000231064	RP11-263K19.4	155166659	155175286	1	antisense
ENSG00000231072	GAPDHP64	117256455	117257457	-1	pseudogene
ENSG00000231095	GYG1P3	55688052	55689045	1	pseudogene
ENSG00000231105	RP5-1071N3.1	21619783	21626267	1	antisense
ENSG00000231163	RP5-1007G16.1	34334554	34351059	1	antisense
ENSG00000231175	RP11-463J7.2	190594020	190770788	1	lincRNA
ENSG00000231199	MTND5P19	235701352	235703145	-1	pseudogene
ENSG00000231237	OR6K1P	158664329	158665299	-1	pseudogene
ENSG00000231252	RP11-436K8.1	61125303	61291256	-1	lincRNA
ENSG00000231267	PPIAL4E	148644011	148644795	1	pseudogene
ENSG00000231333	RPL34P6	200832936	200833280	1	pseudogene
ENSG00000231346	LINC01160	112142277	112151345	-1	lincRNA
ENSG00000231365	RP11-418J17.1	119683019	119818596	1	antisense
ENSG00000231378	NDUFAF4P4	174818805	174819306	-1	pseudogene
ENSG00000231468	PRDX3P2	28852830	28853739	-1	pseudogene
ENSG00000231507	RP11-134P9.3	203256280	203257929	1	lincRNA
ENSG00000231564	EIF4A1P11	179170840	179171061	1	pseudogene
ENSG00000231586	RPS23P9	161587782	161589375	-1	pseudogene
ENSG00000231599	LINC01037	187412738	187446354	1	lincRNA
ENSG00000231663	RP5-827C21.4	234508553	234509339	-1	antisense
ENSG00000231666	RP11-404O13.1	158101834	158110429	-1	lincRNA
ENSG00000231671	RP11-157N3.1	101788893	101855859	1	lincRNA
ENSG00000231752	EMBP1	121261143	121310591	1	pseudogene
ENSG00000231767	MIR4426	192685313	192685783	1	pseudogene
ENSG00000231768	RP5-855F14.1	234663637	234667525	-1	lincRNA
ENSG00000231789	RP11-558F24.4	9732484	9747613	-1	antisense
ENSG00000231814	LINC00210	218066242	218094146	1	lincRNA
ENSG00000231827	RP11-216N14.5	153767649	153774567	1	pseudogene
ENSG00000231837	RPS7P2	154051342	154052439	1	pseudogene
ENSG00000231849	UBE2V2P4	36707499	36707757	-1	pseudogene
ENSG00000231871	IPO9-AS1	201657387	201798687	-1	antisense
ENSG00000231900	GOT2P1	55833139	55834447	1	pseudogene
ENSG00000231905	SETP10	179152869	179153682	1	pseudogene
ENSG00000231940	RPS7P3	233424614	233425193	-1	pseudogene
ENSG00000231987	RP5-898J17.1	96719625	96839681	-1	lincRNA
ENSG00000231999	RP5-1007M22.2	90048800	90098453	-1	antisense
ENSG00000232015	HSPE1P25	78319040	78319578	1	pseudogene
ENSG00000232048	HNRNPCP9	68125838	68126696	-1	pseudogene
ENSG00000232077	LINC01031	193273875	193335083	1	lincRNA
ENSG00000232100	RP11-152L7.2	218216847	218232482	1	lincRNA
ENSG00000232113	RP11-360D2.1	173604912	173606273	1	antisense
ENSG00000232134	RPS15AP12	220317306	220317693	-1	pseudogene
ENSG00000232148	FMO11P	166732571	166762004	1	pseudogene
ENSG00000232185	CNOT7P2	116107222	116108053	1	pseudogene
ENSG00000232212	RP11-398M15.1	189744595	189784048	1	lincRNA
ENSG00000232215	OR2L6P	248166431	248167370	1	pseudogene
ENSG00000232223	CNN2P10	166765503	166766420	1	pseudogene
ENSG00000232237	ASCL5	201083081	201096312	-1	protein_coding
ENSG00000232265	XXyac-YX155B6.5	147634989	147658907	1	lincRNA
ENSG00000232273	FTH1P1	38010364	38010895	1	pseudogene
ENSG00000232284	GNG12-AS1	68297986	68668670	1	antisense
ENSG00000232341	RPL4P2	166716616	166717897	1	pseudogene
ENSG00000232366	VDAC1P9	157693970	157694810	-1	pseudogene
ENSG00000232393	RPL5P6	91489476	91490361	1	pseudogene
ENSG00000232423	PRAMEF6	12998181	13117751	-1	protein_coding
ENSG00000232453	RP4-794H19.1	59348540	59362375	-1	lincRNA
ENSG00000232467	TMA16P2	46312666	46313266	-1	pseudogene
ENSG00000232480	RP11-224O19.2	218517538	218519020	-1	antisense
ENSG00000232527	RP11-14N7.2	148928322	148951595	1	lincRNA
ENSG00000232542	DPYD-IT1	97859710	97885697	-1	sense_intronic
ENSG00000232558	KCND3-IT1	112396384	112399527	-1	sense_intronic
ENSG00000232621	C4BPAP2	207399143	207402547	1	pseudogene
ENSG00000232628	RP11-365O16.3	224396449	224400981	-1	sense_intronic
ENSG00000232650	RP5-834N19.1	119870799	119898805	1	lincRNA
ENSG00000232671	RP11-126K1.2	151252500	151254405	-1	protein_coding
ENSG00000232676	ADH5P2	79986765	79987888	1	pseudogene
ENSG00000232678	SPTLC1P4	152050428	152050687	1	pseudogene
ENSG00000232686	ARID4B-IT1	235333435	235334206	-1	sense_intronic
ENSG00000232714	MTND3P8	235705059	235705397	-1	pseudogene
ENSG00000232745	ANKRD20A14P	142803532	142827235	1	pseudogene
ENSG00000232791	OR11I1P	111396560	111397513	1	pseudogene
ENSG00000232792	FTH1P25	185040699	185041167	-1	pseudogene
ENSG00000232793	DNAJC19P8	245446133	245446391	-1	pseudogene
ENSG00000232809	VDAC1P10	215549827	215550717	1	pseudogene
ENSG00000232825	RP5-896L10.1	99469832	99614408	1	antisense
ENSG00000232846	SLC25A6P3	52174734	52175612	1	pseudogene
ENSG00000232857	KATNBL1P2	95116100	95116934	-1	pseudogene
ENSG00000232860	SMG7-AS1	183430009	183440881	-1	processed_transcript
ENSG00000232878	DPYD-AS1	97561479	97788511	1	antisense
ENSG00000232882	PHKA1P1	91358549	91359169	-1	pseudogene
ENSG00000232892	RP11-267N12.1	163131465	163182813	1	antisense
ENSG00000232908	HSD17B7P1	247990788	247991804	1	pseudogene
ENSG00000232917	HSPE1P6	203872851	203873147	-1	pseudogene
ENSG00000232964	RP11-543E8.1	230728406	230731329	-1	lincRNA
ENSG00000232995	RP11-267N12.3	163214295	163291684	-1	antisense
ENSG00000233003	CICP26	228162980	228165894	-1	pseudogene
ENSG00000233008	RP11-475O6.1	84041459	84326706	-1	lincRNA
ENSG00000233012	HDAC1P2	220799082	220801398	1	pseudogene
ENSG00000233040	FAM204BP	197715881	197716581	-1	pseudogene
ENSG00000233057	EEF1A1P14	194158097	194159472	1	pseudogene
ENSG00000233061	TTLL7-IT1	84444801	84449983	-1	sense_intronic
ENSG00000233072	RPS15AP6	21330043	21330427	-1	pseudogene
ENSG00000233079	RP11-90C4.3	56410760	56415792	1	lincRNA
ENSG00000233118	UBE2V1P8	41407923	41408187	-1	pseudogene
ENSG00000233125	ACTBP12	92694138	92694992	-1	pseudogene
ENSG00000233154	RP4-655J12.4	116966346	117021464	-1	lincRNA
ENSG00000233217	MROH3P	200890122	200935658	1	pseudogene
ENSG00000233218	SNX18P16	142688379	142688925	-1	pseudogene
ENSG00000233228	LPCAT2BP	92531863	92533396	1	pseudogene
ENSG00000233246	RP11-415J8.5	33815953	33828846	1	antisense
ENSG00000233328	PFN1P1	171639657	171640079	-1	pseudogene
ENSG00000233333	RNFT1P2	78636165	78636921	-1	pseudogene
ENSG00000233337	UBE2FP3	111980136	111980659	1	pseudogene
ENSG00000233355	CHRM3-AS2	239866684	239893765	-1	processed_transcript
ENSG00000233396	RP11-458D21.1	145373054	145382434	-1	lincRNA
ENSG00000233399	RP11-111I12.1	30486799	30510459	-1	lincRNA
ENSG00000233401	PRKAR1AP	92590858	92592019	1	pseudogene
ENSG00000233421	U1	16860381	16862144	-1	lincRNA
ENSG00000233473	RAD1P2	159050923	159051585	-1	pseudogene
ENSG00000233501	SRGAP2-AS1	206552219	206554954	-1	antisense
ENSG00000233537	TEDDM1P1	182410712	182411497	1	pseudogene
ENSG00000233540	DNM3-IT1	171833327	171833827	1	sense_intronic
ENSG00000233557	NFU1P2	98542556	98543024	1	pseudogene
ENSG00000233593	RP4-665J23.1	91248543	91317207	-1	lincRNA
ENSG00000233595	MTND2P29	50482764	50483175	1	pseudogene
ENSG00000233602	ERI3-IT1	44709080	44709945	-1	sense_intronic
ENSG00000233615	HNRNPA1P42	241082953	241083909	1	pseudogene
ENSG00000233620	RP11-22M7.2	216245807	216260259	1	antisense
ENSG00000233621	LINC01137	37920480	37940012	-1	antisense
ENSG00000233623	PGAM1P11	10118729	10119706	1	pseudogene
ENSG00000233653	CICP7	329431	332236	-1	pseudogene
ENSG00000233664	NDUFS5P3	53174794	53175114	1	pseudogene
ENSG00000233693	RP11-506O24.1	164738353	164743878	-1	antisense
ENSG00000233750	CICP27	131025	134836	1	pseudogene
ENSG00000233771	CICP5	224135307	224138118	1	pseudogene
ENSG00000233791	LINC01136	203267886	203274437	-1	lincRNA
ENSG00000233792	HDHD1P2	152096914	152097556	-1	pseudogene
ENSG00000233827	FAM58BP	200182656	200183643	1	pseudogene
ENSG00000233882	RP11-309H21.2	191190289	191197597	-1	lincRNA
ENSG00000233907	RP4-617C6.1	95940293	95944912	1	lincRNA
ENSG00000233910	GTF2F2P2	41059305	41060025	-1	pseudogene
ENSG00000233929	MT1XP1	16567708	16567893	-1	pseudogene
ENSG00000233954	RP11-169K16.7	16133679	16134194	-1	pseudogene
ENSG00000233973	RP4-598G3.1	73771853	73820934	1	lincRNA
ENSG00000233994	GDI2P2	72740235	72740842	1	pseudogene
ENSG00000234020	CHIAP3	111895897	111910031	-1	pseudogene
ENSG00000234070	SPATA17-AS1	217954540	217958462	-1	antisense
ENSG00000234088	RPS15AP7	62656194	62656598	1	pseudogene
ENSG00000234093	RPS15AP11	45245998	45246387	-1	pseudogene
ENSG00000234099	MTND4P11	94388130	94389501	-1	pseudogene
ENSG00000234144	COX6CP13	65764438	65764663	-1	pseudogene
ENSG00000234166	ARHGEF19-AS1	16524349	16524852	1	antisense
ENSG00000234184	RP5-887A10.1	81001440	81112473	1	lincRNA
ENSG00000234204	PIGPP2	62654803	62655625	1	pseudogene
ENSG00000234222	RP11-315I20.1	145475982	145508503	-1	antisense
ENSG00000234226	NDUFS5P2	97049973	97050290	-1	pseudogene
ENSG00000234233	KCNH1-IT1	211305930	211306716	-1	sense_intronic
ENSG00000234257	SOD2P1	103565699	103566260	-1	pseudogene
ENSG00000234264	RP4-694A7.4	68962359	69004310	1	antisense
ENSG00000234315	OSTCP5	45535649	45536101	-1	pseudogene
ENSG00000234332	BCAS2P2	100858589	100859582	-1	pseudogene
ENSG00000234333	CYCSP53	171413838	171414102	-1	pseudogene
ENSG00000234367	PFN1P3	148349256	148349657	1	pseudogene
ENSG00000234379	HMGB1P48	45996599	45997811	1	pseudogene
ENSG00000234383	CTBP2P8	68627444	68628773	-1	pseudogene
ENSG00000234388	TXNP3	112905903	112906203	1	pseudogene
ENSG00000234419	CICP13	222641436	222644224	1	pseudogene
ENSG00000234422	UBE2WP1	96884150	96884489	1	pseudogene
ENSG00000234473	ZNF101P2	192962579	192963807	-1	pseudogene
ENSG00000234496	MRPS21P1	65558075	65558297	-1	pseudogene
ENSG00000234497	RP4-612J11.1	75055419	75087403	1	antisense
ENSG00000234512	TLR12P	33931850	33934555	1	pseudogene
ENSG00000234518	PTGES3P1	89569968	89570450	-1	pseudogene
ENSG00000234523	NDUFB1P2	223119067	223119242	1	pseudogene
ENSG00000234546	RP3-510D11.2	9242263	9252148	1	lincRNA
ENSG00000234601	CHRM3-AS1	240061316	240063172	-1	antisense
ENSG00000234610	LINC00624	146986158	146989699	-1	lincRNA
ENSG00000234619	RPL7P11	8810489	8811146	1	pseudogene
ENSG00000234694	RP1-92O14.3	43820355	43824329	-1	antisense
ENSG00000234711	TUBB8P11	808672	809729	1	pseudogene
ENSG00000234741	GAS5	173833038	173838020	-1	processed_transcript
ENSG00000234754	RP11-421L10.1	221503422	221509638	-1	lincRNA
ENSG00000234807	LINC01135	59250823	59365384	1	lincRNA
ENSG00000234871	LINC01032	192906430	192917387	-1	lincRNA
ENSG00000234953	RP5-837I24.2	81979565	82023387	-1	antisense
ENSG00000234975	FTH1P2	228823162	228823574	1	pseudogene
ENSG00000234984	FMO10P	166635122	166651433	1	pseudogene
ENSG00000234996	RP11-480I12.7	202830882	202844369	1	lincRNA
ENSG00000235045	RPL7P8	110193992	110194721	1	pseudogene
ENSG00000235054	RP5-1166F10.1	4472111	4484747	1	lincRNA
ENSG00000235060	VDAC1P4	180403935	180405071	1	pseudogene
ENSG00000235079	ZRANB2-AS1	71514538	71532867	1	antisense
ENSG00000235082	SUMO1P3	160287193	160287496	1	pseudogene
ENSG00000235084	CHCHD2P6	15931077	15931538	1	pseudogene
ENSG00000235098	ANKRD65	1353800	1357149	-1	protein_coding
ENSG00000235101	SETP9	160639938	160640769	1	pseudogene
ENSG00000235112	HSPE1P27	21487968	21488574	1	pseudogene
ENSG00000235169	SMIM1	3689352	3692546	1	protein_coding
ENSG00000235185	RP5-1056L3.1	19918296	19923326	-1	antisense
ENSG00000235202	RP11-39H13.1	117838142	117863958	1	lincRNA
ENSG00000235249	OR4F29	367640	368634	1	protein_coding
ENSG00000235299	MRPL53P1	113168528	113168846	-1	pseudogene
ENSG00000235363	SNRPGP10	205320375	205320599	1	pseudogene
ENSG00000235378	MRPS10P1	169959208	169959337	1	pseudogene
ENSG00000235398	LINC00623	144275918	144341756	-1	lincRNA
ENSG00000235407	RP11-470L19.2	111030302	111032880	-1	lincRNA
ENSG00000235492	RP11-16L9.4	198985262	199045864	1	lincRNA
ENSG00000235501	RP4-639F20.1	95393122	95428826	1	antisense
ENSG00000235527	RP5-1073O3.7	114466622	114472114	-1	antisense
ENSG00000235595	GAPDHP23	120004652	120005644	-1	pseudogene
ENSG00000235613	NSRP1P1	78312795	78314487	1	pseudogene
ENSG00000235628	TNR-IT1	175507911	175525954	-1	sense_intronic
ENSG00000235638	MTND6P14	235700820	235701341	1	pseudogene
ENSG00000235643	RP1-69M21.2	11669588	11673412	1	lincRNA
ENSG00000235674	LDHAP2	235901305	235902289	1	pseudogene
ENSG00000235700	CYCSP52	157098154	157098463	1	pseudogene
ENSG00000235702	WI2-925H4.1	145827205	145833118	1	antisense
ENSG00000235750	KIAA0040	175126123	175162135	-1	protein_coding
ENSG00000235777	DPYD-AS2	98262477	98263622	1	antisense
ENSG00000235818	VN1R17P	247400170	247401259	-1	pseudogene
ENSG00000235827	TUBB8P9	227693883	227695993	1	pseudogene
ENSG00000235829	TBCAP2	15018625	15019109	-1	pseudogene
ENSG00000235919	ASH1L-AS1	155531821	155533775	1	processed_transcript
ENSG00000235927	NEXN-AS1	78347033	78355224	-1	antisense
ENSG00000235942	LCE6A	152815344	152816459	1	protein_coding
ENSG00000236012	HIGD1AP12	111922913	111923193	1	pseudogene
ENSG00000236030	LINC01036	187061974	187329455	1	lincRNA
ENSG00000236040	CHIAP1	111792876	111799337	1	pseudogene
ENSG00000236085	ACTG1P4	104112175	104113296	1	pseudogene
ENSG00000236101	RAC1P7	234162597	234162973	-1	pseudogene
ENSG00000236136	ADORA2BP	209917718	209918559	1	pseudogene
ENSG00000236137	RP11-27K13.3	117568104	117602112	-1	antisense
ENSG00000236155	RP11-231P20.2	26536232	26556331	1	pseudogene
ENSG00000236200	KDM4A-AS1	44165436	44173809	-1	antisense
ENSG00000236216	PPP1R11P1	21724480	21724855	1	pseudogene
ENSG00000236253	SLC25A3P1	53878821	53905693	-1	pseudogene
ENSG00000236257	EI24P2	158423988	158425063	1	pseudogene
ENSG00000236268	RP11-170N11.1	83439565	83451891	-1	lincRNA
ENSG00000236269	ENO1-IT1	8935847	8938066	-1	sense_intronic
ENSG00000236278	PEBP1P3	198648268	198649162	-1	pseudogene
ENSG00000236290	EEF1GP7	53038786	53039488	1	pseudogene
ENSG00000236334	PPIAL4G	143767144	143767881	-1	protein_coding
ENSG00000236407	HMGB1P18	80749037	80749655	1	pseudogene
ENSG00000236423	LINC01134	3816936	3833789	1	lincRNA
ENSG00000236430	KRT8P29	203841702	203843315	-1	pseudogene
ENSG00000236480	PKMP1	115078616	115080461	1	pseudogene
ENSG00000236484	RRM2P2	161348497	161349148	-1	pseudogene
ENSG00000236497	RP11-66A2.2	232863000	232878461	-1	lincRNA
ENSG00000236523	NPM1P40	203224871	203225603	1	pseudogene
ENSG00000236535	RC3H1-IT1	173978405	173985344	-1	sense_intronic
ENSG00000236539	HNRNPA1P54	179416737	179426450	-1	pseudogene
ENSG00000236546	RP1-118J21.5	40363417	40364770	1	antisense
ENSG00000236624	CCDC163P	45959538	45965751	-1	protein_coding
ENSG00000236646	LAMTOR5P1	62504514	62504783	1	pseudogene
ENSG00000236675	MTX1P1	155200766	155204116	1	pseudogene
ENSG00000236698	EIF1AXP1	17012116	17012550	-1	pseudogene
ENSG00000236719	OVAAL	180528112	180535654	1	lincRNA
ENSG00000236720	RP11-63B19.1	177669659	177679465	1	lincRNA
ENSG00000236776	RPL21P23	57004124	57004583	1	pseudogene
ENSG00000236804	RPS3AP12	119669162	119669914	-1	pseudogene
ENSG00000236809	SNX25P1	211590367	211591276	1	pseudogene
ENSG00000236810	RP5-886K2.3	24086872	24104777	-1	antisense
ENSG00000236863	RPL23AP23	235459180	235459650	1	pseudogene
ENSG00000236866	AL157902.3	118139454	118148392	-1	antisense
ENSG00000236876	TMSB4XP1	42965876	42966067	-1	pseudogene
ENSG00000236888	RPS20P5	58071519	58071878	-1	pseudogene
ENSG00000236950	RP5-1051D14.1	209145799	209148652	1	lincRNA
ENSG00000236957	RP11-451O13.1	157894855	157918861	1	pseudogene
ENSG00000236963	LINC01141	20687072	20757727	-1	lincRNA
ENSG00000236973	GAPDHP51	52172810	52173809	-1	pseudogene
ENSG00000236994	YBX1P9	226505716	226506394	-1	pseudogene
ENSG00000237033	CASP3P1	71126340	71126948	-1	pseudogene
ENSG00000237049	RPL34P1	168179854	168180207	1	pseudogene
ENSG00000237101	RP11-365O16.6	224407315	224415745	1	antisense
