chr	bp	p
10	35549257	1.3e-08
10	35549748	1.6e-08
10	35554054	1.9e-09
10	36708507	0.85
10	43081149	0.14
10	43427237	0.77
10	44103616	0.011
10	44303219	0.029
10	44307024	0.00078
10	45071890	0.045
10	45161109	0.0045
10	48609769	0.0032
10	49936336	0.00034
10	49972587	0.0011
10	50008287	0.033
10	50193052	0.01
10	50340749	5.6e-06
10	50341482	8.1e-06
10	50343022	0.00014
10	50369395	1e-05
10	50382038	0.00017
10	50414054	6.8e-05
10	53035622	0.55
10	53196580	0.16
10	53713519	0.081
10	56196319	0.042
10	57210368	0.17
10	58712077	0.0076
10	59467362	0.0016
10	59840216	0.0026
10	59893930	7.1e-07
10	59905060	0.043
10	59913151	1.4e-07
10	59927277	3.8e-07
10	59927315	3.8e-07
10	59928166	4.5e-07
10	59934101	2.5e-07
10	59936444	2.3e-07
10	59938336	1.4e-05
10	59947231	4.1e-07
10	59950234	4.4e-07
10	59958956	2.9e-07
10	59964142	2.4e-07
10	59970391	2.5e-07
10	59972453	2.5e-07
10	59974744	2.5e-07
10	59977161	2.9e-07
10	59980652	2.9e-07
10	59985102	2.4e-07
10	59986383	2.5e-07
10	59988076	6.9e-07
10	59997926	2e-07
10	59999323	1.8e-07
10	60002345	0.00011
10	60012231	2.9e-07
10	60015313	1.7e-07
10	60026425	5.7e-06
10	60028507	1.7e-07
10	60028894	1.8e-07
10	60029163	1.8e-07
10	60035372	1.9e-07
10	60036815	2.2e-07
10	60038850	2.1e-07
10	60039877	2.4e-07
10	60040351	2.2e-07
10	60042576	2.1e-07
10	60042972	2.1e-07
10	60061246	0.0013
10	61959061	0.47
10	62429916	0.24
10	64379326	6.2e-06
10	64380336	1.3e-05
10	64387108	3.5e-15
10	64388365	1.6e-15
10	64396042	1.6e-15
10	64396921	1.4e-15
10	64397538	1.5e-15
10	64397656	4.9e-09
10	64405646	1.2e-08
10	64406358	1.6e-16
10	64408367	9.8e-10
10	64410072	7.3e-10
10	64414060	7.2e-09
10	64414164	6.6e-09
10	64415184	7.1e-09
10	64418656	7.9e-10
10	64430265	3.7e-09
10	64430302	3.6e-09
10	64441204	2.9e-20
10	64445564	4.4e-22
10	64445760	3.7e-09
10	64447352	6.2e-05
10	64456179	2.6e-06
10	64466802	2.5e-16
10	64470675	3.4e-11
10	64481048	9.7e-07
10	64485815	1e-15
10	64487073	1.9e-09
10	64489774	3.3e-16
10	64493222	4.8e-16
10	64498865	2.3e-09
10	64502796	8.4e-16
10	64503349	2.9e-15
10	64506971	4.1e-15
10	64508475	3.8e-09
10	64521356	4.3e-09
10	64525547	2.6e-12
10	64541319	5.6e-14
10	64541404	9e-14
10	64552242	1.4e-06
10	64552607	1.5e-06
10	64580061	7e-09
10	64580575	8.8e-09
10	64588424	5.6e-11
10	64592805	5.8e-08
10	64594164	8.4e-07
10	64597993	1.6e-08
10	64601435	2.5e-08
10	64602767	2.7e-08
10	64605398	5.7e-06
10	64605734	5.1e-06
10	64609724	0.00082
10	64609940	5.7e-06
10	64610653	1.4e-08
10	64610718	4.7e-06
10	64611889	4.4e-06
10	64728198	0.012
10	64745865	0.0003
10	65558896	0.36
10	66494658	0.017
10	66529552	0.00011
10	67379181	0.0032
10	69359021	0.073
10	71119208	0.029
10	71482299	0.0034
10	71533042	8.6e-05
10	71687492	0.00061
10	72704144	0.091
10	73380904	0.0056
10	73428758	0.00018
10	75503692	0.0011
10	75617344	3.8e-05
10	75658349	1.3e-05
10	75658581	1.7e-05
10	76724863	0.22
10	76947786	0.88
10	78615458	0.0085
10	79187957	0.00085
10	79194348	0.0048
10	79340851	0.41
10	79660125	0.00016
10	79680434	5.1e-05
10	81032532	1.1e-06
10	81032885	3.3e-07
10	81034913	9.6e-06
10	81037229	4.7e-06
10	81037800	1.4e-07
10	81047342	9.6e-08
10	81053475	2.6e-07
10	81053560	2.8e-07
10	81058027	1.9e-06
10	81060317	2e-10
10	81060474	4.7e-06
10	82012954	0.00033
10	82203663	3.1e-06
10	82230146	3.8e-06
10	82250831	1.1e-06
10	82253701	1.3e-06
10	82254047	1.2e-06
10	82284512	1.7e-05
10	82706117	0.021
10	84915493	0.25
10	84969643	0.091
10	85775232	0.0011
10	87488436	0.31
10	89791654	0.076
10	89826707	0.026
10	90224807	0.0029
10	90585138	0.0096
10	90790466	1.2e-05
10	90840294	1.6e-06
10	90897052	3.9e-05
10	90966393	0.00013
10	90981876	0.00017
10	92214136	0.92
10	92933099	0.00048
10	94368588	0.12
10	94462882	0.017
10	96271840	0.0061
10	98129058	0.3
10	98151328	0.84
10	98811714	0.005
10	99765816	0.00061
10	99780908	0.00069
10	100975629	0.48
10	101251049	0.00024
10	101274058	6.2e-20
10	101274365	9.6e-16
10	101274425	2.9e-11
10	101274465	6.2e-16
10	101277239	4.7e-20
10	101282200	4.1e-16
10	101284237	2.3e-20
10	101284637	3.1e-20
10	101285116	4.6e-11
10	101287764	3.3e-20
10	101287990	4.7e-20
10	101288099	3.5e-11
10	101289653	2.4e-20
10	101289735	3.5e-20
10	101290301	7.2e-20
10	101291593	4.7e-20
10	101292455	4.4e-20
10	101295863	7.7e-11
10	101301346	1.9e-18
10	101308656	4.3e-18
10	101312292	3e-05
10	101316142	5.1e-18
10	101320120	5.7e-18
10	101322423	1.9e-12
10	101322555	2.8e-09
10	101325797	6e-08
10	101327851	1.2e-05
10	102787591	0.012
10	105138961	0.0015
10	105161879	0.0044
10	105260229	0.031
10	105669622	0.13
10	105758465	0.1
10	109191459	0.0016
10	109985124	0.01
10	110023836	0.0037
10	110088763	8.6e-05
10	112856320	0.058
10	114009012	0.75
10	114507733	0.17
10	115784692	0.028
10	118560477	0.97
10	119944515	0.19
10	121973334	0.00082
10	121978256	0.00022
10	121981248	0.00035
10	122001324	0.0032
10	122314908	0.026
10	122516281	0.11
10	123224879	0.0054
10	124104476	0.00061
10	124114356	0.00019
10	124186127	0.0018
10	126548533	0.0047
10	127436048	0.075
10	128311780	0.15
10	129624782	0.025
10	130159779	0.47
10	130224595	1.9e-05
10	130225540	6.5e-05
10	131041657	0.0074
10	131984387	0.0034
10	133016460	0.012
10	133078257	0.051
10	133189605	0.042
10	134096205	0.33
10	134573844	0.64
10	135020924	0.0011
11	1691621	0.00078
11	2333675	0.23
11	4912192	0.61
11	4951958	0.00016
11	5176020	0.021
11	5233643	0.067
11	5536415	0.0068
11	6958594	0.0031
11	7922651	0.0015
11	7963498	0.00012
11	10705420	0.00023
11	11388890	0.11
11	12169301	0.75
11	12274184	0.0072
11	12375443	0.0035
11	13698248	0.16
11	15060670	0.016
11	15577295	0.58
11	16004562	0.00016
11	16007047	2.8e-05
11	16021482	0.0043
11	16474547	0.0068
11	18638853	0.0015
11	19084116	0.24
11	20942507	0.02
11	21443022	4.5e-05
11	21443083	2.9e-05
11	21443159	2.4e-05
11	21461362	0.00045
11	21470689	6.3e-05
11	22960387	0.054
11	23823467	0.28
11	24619672	0.0012
11	25401131	0.075
11	26756324	0.00055
11	27408964	0.0046
11	27549392	0.72
11	28303425	0.026
11	30625358	0.0069
11	32249249	0.027
11	33522613	0.74
11	34951533	0.21
11	35195157	0.00015
11	35388239	0.097
11	35500592	0.0099
11	36001396	0.0018
11	38477555	0.0026
11	42520546	0.0045
11	42738308	0.58
11	43152325	0.0015
11	43157310	0.0013
11	43419910	0.0091
11	44038700	0.094
11	44459083	0.13
11	45903613	0.019
11	47694699	0.62
11	48534771	0.28
11	49874657	0.085
11	50487842	0.034
11	50523035	0.0076
11	56137454	0.012
11	56469098	0.037
11	56626017	0.0014
11	56694884	0.19
11	57321322	0.87
11	59525741	0.00062
11	60076105	0.08
11	61547237	4.7e-05
11	61549458	3.6e-05
11	61551356	4.1e-07
11	61552680	5.7e-07
11	61557803	7.2e-08
11	61564299	5.3e-07
11	61569830	6.7e-07
11	61571348	1.7e-06
11	61571382	6.5e-06
11	61579760	6.8e-06
11	61580635	6.5e-06
11	61597972	8.9e-07
11	61603510	2.6e-07
11	61604814	2.8e-07
11	61605215	0.0031
11	61609750	2.2e-07
11	61712131	6.2e-05
11	63036386	0.013
11	63068609	0.033
11	63330396	0.09
11	63875456	0.00027
11	63885287	8e-06
11	63924446	9.7e-06
11	63931849	3.1e-06
11	63944370	3.2e-06
11	64011854	6.1e-05
11	64016935	0.00017
11	64027888	1.9e-06
11	64037033	1.6e-06
11	64097233	3.4e-07
11	64102948	3.4e-06
11	64105929	1.2e-06
11	64117284	4.5e-05
11	64129722	4.6e-06
11	64137875	5.2e-06
11	64150370	3.5e-07
11	64163302	3.5e-05
11	64175986	2.4e-05
11	64189110	1.9e-05
11	64418259	0.38
11	65577516	0.0017
11	65992008	0.15
11	69481969	0.0047
11	71118188	0.33
11	72520530	0.011
11	74669394	0.00015
11	75579764	0.72
11	75967695	0.00064
11	76104085	0.095
11	76127214	0.001
11	76267117	5.2e-06
11	76268365	1.8e-05
11	76270683	2.8e-12
11	76272542	2.5e-05
11	76272639	5.9e-06
11	76273348	1.1e-05
11	76273855	6.6e-06
11	76275703	1e-05
11	76278258	2.2e-05
11	76283081	1.2e-05
11	76285422	5.9e-07
11	76299194	1.6e-12
11	76301316	6.1e-13
11	76301375	5.6e-13
11	76322550	1.4e-05
11	76333196	7.3e-06
11	76334817	2.5e-05
11	76351565	0.018
11	76875114	0.002
11	77504996	0.00062
11	78814038	0.3
11	78926037	0.012
11	81086405	0.72
11	81299269	0.016
11	81302554	0.0019
11	82334626	0.056
11	86644389	0.054
11	86728839	0.012
11	87058093	0.86
11	87671044	0.0003
11	88071656	0.0013
11	88100191	0.015
11	88103181	0.005
11	88472034	0.2
11	88757950	0.0024
11	93248483	0.091
11	96193767	0.0021
11	97474775	0.031
11	97863794	0.16
11	98168748	0.0072
11	98339794	0.8
11	100142772	0.0012
11	101734450	0.49
11	102045643	0.23
11	102423019	0.11
11	103737457	0.012
11	104048402	0.038
11	107124925	0.0046
11	107772104	0.0014
11	108529917	0.0019
11	108962680	0.75
11	110607482	0.033
11	112174213	0.013
11	113461680	0.0014
11	113570385	0.0002
11	113692660	0.00039
11	114023946	0.29
11	114737208	0.12
11	116640368	0.47
11	117859209	0.00038
11	117875171	0.012
11	117960138	0.021
11	117987746	0.21
11	118558889	0.0042
11	118754353	0.00011
11	119596772	0.074
11	121917083	0.00095
11	124100246	0.0034
11	125091568	0.006
11	126188466	0.05
11	126715550	0.89
11	128299874	0.016
11	128672508	0.0018
11	129723079	0.00023
11	129758327	7.1e-05
11	129762407	0.00011
11	129995536	0.26
11	131881027	0.051
11	132128709	0.68
11	132155298	0.24
11	132955070	0.00075
11	132978441	0.0051
11	133175486	0.0053
11	133193332	0.0015
11	133197686	0.037
12	8701017	0.003
12	9085099	2.4e-05
12	9095226	2.3e-05
12	9178678	0.037
12	9862082	0.43
12	10226463	3e-05
12	13124937	2.9e-05
12	13145613	1.3e-05
12	13155339	7.1e-07
12	13176310	4.3e-07
12	13179236	2.6e-07
12	13437997	0.23
12	13644646	0.045
12	14502497	0.00028
12	14592843	0.0014
12	15253372	2.1e-05
12	15277113	0.0069
12	15302206	1.2e-05
12	15313244	0.00011
12	16038556	0.027
12	17423964	0.00064
12	18681767	0.0027
12	18688732	0.0012
12	19074150	0.3
12	19872457	0.69
12	20147892	0.00056
12	20155512	0.11
12	22417331	0.0058
12	23462613	0.012
12	24117433	0.4
12	24586390	0.084
12	25397282	0.22
12	28273912	0.02
12	28325849	0.0025
12	28406515	5.3e-05
12	28423346	4.4e-05
12	28463327	7.5e-05
12	28491157	5.5e-05
12	28521109	6.3e-05
12	28534569	6.2e-05
12	28551567	0.00022
12	28605426	8.5e-05
12	28636519	0.00047
12	29919461	0.00067
12	31674834	0.05
12	31675185	0.028
12	32103073	0.47
12	32698184	0.0071
12	32810539	0.0016
12	33315760	0.004
12	33438081	0.00056
12	34127016	0.27
12	40328415	3.3e-06
12	40356713	6.2e-07
12	40365383	1.4e-06
12	40385118	2.1e-09
12	40480027	1e-14
12	40533337	1.2e-05
12	40601940	2.3e-15
12	40618097	5.3e-16
12	40634203	6.1e-17
12	40688497	1.7e-17
12	40702911	0.00021
12	40725928	3.2e-05
12	40732394	1.2e-10
12	40737115	1.6e-10
12	40741821	1.8e-10
12	40743788	1.3e-10
12	40743830	1.1e-10
12	40756207	7.8e-05
12	40756472	1.3e-05
12	40758652	3e-06
12	40761931	3.8e-06
12	40761951	3.6e-06
12	40762546	3e-06
12	40766904	4.8e-06
12	40787385	4.3e-05
12	40792300	6.2e-21
12	40814107	2.1e-20
12	40814197	3e-20
12	40820001	3.1e-20
12	40820403	6.6e-20
12	40821847	8e-19
12	40884881	0.01
12	41955272	0.00049
12	42076341	0.0033
12	43691383	0.6
12	44388411	0.23
12	44549435	0.0012
12	45265194	0.07
12	45761107	0.026
12	48239675	0.011
12	48848721	0.045
12	50410533	0.035
12	50599709	0.0008
12	50619618	0.00017
12	50730458	0.0004
12	51042890	0.0034
12	53314733	0.2
12	53619074	0.45
12	54716092	0.0051
12	57114307	0.047
12	57302799	0.01
12	57331741	0.0029
12	57490100	9.3e-05
12	57532982	2.5e-05
12	58402465	0.033
12	59266907	0.85
12	59950966	0.21
12	63652838	0.78
12	64339934	0.001
12	64790648	0.0052
12	64813088	0.0066
12	65041830	0.094
12	67157913	0.2
12	67752163	0.018
12	68470058	0.0006
12	69799690	0.0004
12	69816761	0.011
12	70998588	0.89
12	71282714	0.096
12	72273569	0.18
12	72370746	0.0019
12	76253038	0.00097
12	77419593	0.038
12	78115581	0.02
12	78274598	0.098
12	78977863	0.00031
12	79208506	0.00068
12	79303504	0.01
12	80174237	0.0038
12	81031272	9.4e-05
12	81049471	6.6e-05
12	81856523	0.5
12	82547013	0.14
12	89638452	0.088
12	90178009	0.0086
12	90671127	0.16
12	91263588	0.03
12	92302987	0.87
12	92475694	0.0017
12	92631138	0.0037
12	94163463	0.011
12	94959861	0.023
12	95040012	0.00079
12	95065630	0.00028
12	96267298	0.27
12	97096489	0.0049
12	98097418	0.00018
12	98180011	0.00031
12	98208150	0.00019
12	98333725	0.099
12	99377640	0.74
12	102978696	0.61
12	103657670	0.083
12	104343836	0.014
12	106743350	0.25
12	107115129	0.017
12	107186747	0.0012
12	107229705	0.0052
12	113729956	0.023
12	114251056	0.23
12	114344063	0.007
12	114383651	0.094
12	114459361	0.00016
12	114467626	0.00042
12	114562443	0.0039
12	114577825	0.0011
12	115911405	0.43
12	117672135	0.032
12	117672339	0.0086
12	118277263	0.002
12	118277807	0.0015
12	118285073	4.1e-05
12	119159524	0.9
12	119978404	0.32
12	122804256	0.096
12	124096245	0.0057
12	126872366	0.0008
12	127069059	0.077
12	128233361	0.025
12	130680437	0.0041
12	130856918	0.84
12	130903909	0.23
12	131980908	0.2
12	132217770	0.09
12	132260684	0.028
12	133022983	0.0041
12	133142521	0.012
12	133654579	0.35
12	133684321	0.0016
13	19675536	0.0032
13	20105471	0.15
13	21068045	0.41
13	22336209	0.0087
13	22515844	0.11
13	22859408	0.027
13	22860453	0.00018
13	22861921	0.00084
13	22862729	0.00039
13	23364220	0.014
13	25446647	0.04
13	26501020	0.1
13	27711048	0.25
13	30187286	0.0026
13	30269184	0.83
13	31455618	0.00025
13	31835375	0.83
13	34367057	0.046
13	34997387	0.31
13	36117258	0.0023
13	36916985	0.0059
13	36939688	0.0013
13	37102756	0.025
13	39462104	0.32
13	39513666	0.07
13	40556859	0.0022
13	40741907	0.0018
13	42890378	0.00036
13	42989660	2.2e-06
13	42997324	6.7e-05
13	43018030	2.8e-06
13	43032027	3e-06
13	43040043	2.8e-06
13	43052880	2e-06
13	43224740	0.014
13	43233619	0.015
13	44394588	0.37
13	44402100	1.1e-06
13	44424210	1e-06
13	44450222	9e-07
13	44450346	9.3e-07
13	44457925	1.4e-10
13	44461179	2.9e-07
13	44471317	5.1e-07
13	44472235	6.6e-07
13	44482204	2.6e-06
13	44579727	0.00014
13	44599789	2.1e-06
13	47471461	0.039
13	47653142	0.0013
13	47654068	0.00054
13	48011032	0.005
13	48755681	0.24
13	49628906	0.011
13	50340340	0.53
13	50745971	0.054
13	50960296	0.00036
13	55040141	0.0037
13	60703771	0.0013
13	60877750	0.00025
13	60898465	0.012
13	61048814	0.046
13	61157717	0.029
13	61447450	0.9
13	61458197	0.13
13	62114971	0.0056
13	62117456	0.00072
13	62192631	0.19
13	63062620	0.042
13	64737889	0.65
13	69132248	0.0026
13	69647996	0.11
13	71353597	0.79
13	73285521	7.3e-05
13	73302261	0.00013
13	73652158	0.034
13	73895075	0.0017
13	73937287	0.0047
13	75549609	0.077
13	75673201	0.013
13	76441391	0.00055
13	76990578	0.31
13	77506517	0.014
13	77594330	1.6e-05
13	77641249	0.0016
13	77687433	0.00018
13	77709314	5.9e-05
13	77713956	0.00023
13	77816774	2.7e-05
13	77864889	2e-05
13	77934216	0.09
13	80652193	0.0041
13	80692811	0.029
13	82181923	8.6e-06
13	82181945	1.2e-05
13	82206631	4e-06
13	82244302	2.1e-06
13	82584630	0.28
13	84758025	0.76
13	85514351	0.0043
13	86372263	0.74
13	86477773	0.062
13	87443524	0.0015
13	87492357	0.034
13	90885583	0.22
13	91458798	0.0064
13	91694396	5e-06
13	91713229	1.7e-05
13	91727881	0.00031
13	93836484	0.0012
13	93840053	0.0042
13	95119269	0.0094
13	95569646	0.33
13	95922407	0.051
13	99699439	0.87
13	99797929	0.034
13	99907341	2.3e-05
13	99988631	7.6e-05
13	99989538	1.1e-05
13	99994030	0.00023
13	100005169	0.0001
13	101368732	0.18
13	101369271	0.0088
13	103154399	0.84
13	104136972	5.3e-05
13	104139908	9.8e-05
13	104426459	0.11
13	105677596	0.04
13	106908189	0.00032
13	106911443	0.00075
13	106937553	0.0034
13	113301789	0.04
13	113328525	0.0023
13	113563909	0.19
13	114084486	0.055
13	114215617	0.012
13	114217470	0.0036
13	114233438	0.0012
13	114781202	0.52
14	20432988	0.2
14	20497718	0.033
14	20897676	0.00033
14	21032624	0.0025
14	21499054	0.01
14	21534908	0.0016
14	22242839	0.054
14	22802820	0.48
14	23278003	0.0054
14	24821590	0.0028
14	24830850	0.0018
14	25271175	0.23
14	25626149	0.075
14	27306782	0.031
14	27679752	0.74
14	30844721	0.00067
14	32433858	0.0076
14	33304460	0.21
14	33371430	9.5e-05
14	34638971	0.62
14	35500702	0.031
14	35748036	5.9e-05
14	36722498	0.00084
14	37442671	0.005
14	37584981	0.12
14	38283591	0.00026
14	41071635	1.9e-05
14	41328094	0.0016
14	41432350	0.003
14	41495543	0.13
14	41727205	0.11
14	44364963	0.0053
14	44418575	0.00049
14	44441086	0.00011
14	44454909	0.017
14	44469242	2.7e-05
14	45126969	0.54
14	46893576	0.0011
14	47008184	0.65
14	47863835	0.00054
14	47980317	0.0044
14	48542103	0.27
14	48581772	0.018
14	51954936	0.0073
14	52377914	0.11
14	54202883	0.00013
14	54205080	0.00063
14	54433114	0.82
14	56232970	0.1
14	56453417	0.0015
14	56469604	0.0061
14	57463322	0.34
14	57817216	0.019
14	60699751	0.0033
14	62133112	0.78
14	62359041	0.0034
14	62743346	0.00039
14	63854805	0.18
14	64391713	0.0072
14	66414604	0.016
14	67958372	2.6e-05
14	69190163	1.5e-05
14	69192739	1.6e-05
14	69199842	1.4e-05
14	69210199	2e-07
14	69215952	4.4e-07
14	69226302	9.1e-07
14	69226816	1.2e-05
14	69227332	8.8e-07
14	69231864	0.0011
14	69242846	7e-06
14	69250915	0.00017
14	69254255	2.1e-05
14	69260290	1.2e-05
14	69261472	1.4e-06
14	69263341	4.3e-05
14	69272125	3.8e-07
14	69273905	4.5e-05
14	69274654	2.6e-07
14	69285264	5.1e-06
14	69288730	4.2e-06
14	69290308	2.5e-06
14	69301705	1.9e-06
14	69596615	0.063
14	70644742	0.022
14	71082233	0.0028
14	71194774	0.00057
14	72801611	0.081
14	75694927	3.8e-05
14	75962709	0.009
14	76000859	0.001
14	76321821	0.32
14	76463334	0.51
14	78307336	0.26
14	78548438	0.058
14	79215810	0.0048
14	80852453	0.00021
14	80853336	0.00018
14	80855181	0.00029
14	81818289	0.016
14	82758463	0.0077
14	82781689	0.00066
14	83928787	0.38
14	85856849	0.038
14	87140692	0.11
14	88221584	4.9e-06
14	88275954	0.00022
14	88291305	7e-06
14	88311081	5.8e-07
14	88329696	5.8e-07
14	88330588	9.3e-07
14	88334327	1.4e-06
14	88345626	2.3e-06
14	88349127	5e-06
14	88349218	5.6e-06
14	88354978	6.7e-07
14	88356757	6.2e-07
14	88375040	1.8e-06
14	88377390	2e-06
14	88438448	0.67
14	88456559	1.4e-08
14	88472595	1.3e-08
14	88476004	2e-08
14	88477882	1.3e-08
14	88514862	4.1e-05
14	88515532	6.6e-05
14	88516844	5.6e-05
14	88519839	5.4e-05
14	88529591	5.8e-05
14	88530318	0.0011
14	88530760	5.9e-05
14	88547303	0.0006
14	90950765	0.0052
14	92056486	0.31
14	92918793	0.0088
14	94323298	0.033
14	94849882	0.012
14	96635035	0.0005
14	97277874	0.0037
14	97426813	0.00011
14	99753792	0.61
14	100005497	0.059
14	100470056	0.31
14	100517825	0.0015
14	101100586	0.041
14	101208467	0.0041
14	101278208	0.19
14	101795187	1.0
14	101845109	0.00038
14	102288663	0.1
14	103967299	0.013
14	104758887	0.00031
14	105906073	0.00089
15	22907319	0.028
15	22927952	0.01
15	22937838	0.22
15	22976911	0.54
15	23043239	0.056
15	25133986	0.0088
15	25685466	0.29
15	25889327	0.47
15	26021544	0.00027
15	26907409	0.027
15	28357230	0.0051
15	28368995	0.067
15	29686861	0.00069
15	31787428	0.21
15	31823108	1.5e-05
15	31843974	0.00012
15	31854847	5.3e-06
15	31859635	3.4e-06
15	31862437	4.1e-06
15	31865602	2.1e-06
15	31869519	2.4e-06
15	31870453	5.9e-05
15	31877084	2.6e-06
15	31877238	2e-06
15	31877920	2.4e-06
15	31878352	2.9e-06
15	31882754	4.1e-06
15	31888316	4.5e-06
15	31897012	7.5e-05
15	31897092	3.1e-06
15	31898809	3e-06
15	31899862	6.6e-05
15	31900514	2.7e-06
15	31909135	2.5e-06
15	31939001	3.3e-06
15	31947951	3.2e-05
15	31949885	0.00029
15	32077692	0.0045
15	32208721	0.0016
15	34348338	0.022
15	34981944	0.012
15	35444614	0.81
15	38691763	0.087
15	38822905	0.00055
15	38828140	4e-05
15	38834033	5e-05
15	38838264	1.8e-05
15	38844106	1.5e-05
15	38850330	2.1e-05
15	38869666	8.3e-06
15	38902476	1.3e-05
15	38903672	1.5e-05
15	38907041	1.2e-05
15	38921861	0.00066
15	39150924	0.8
15	39564767	0.0052
15	39628403	0.13
15	40245800	0.064
15	45554267	0.0081
15	45557456	0.018
15	47899868	0.94
15	48058071	0.0033
15	50028405	0.00012
15	50189303	0.0027
15	50482133	0.00073
15	51914662	0.091
15	51971322	0.23
15	52965468	0.0074
15	53466012	0.022
15	55884615	0.0012
15	57278069	0.75
15	57686708	0.0049
15	57730404	0.0099
15	60144720	0.035
15	60174282	0.17
15	61273984	0.11
15	62471925	0.96
15	63449680	0.0059
15	63829538	0.0047
15	63856544	0.031
15	67432515	0.25
15	67437863	2.3e-09
15	67441866	8.8e-06
15	67442596	1.4e-13
15	67446785	9.7e-06
15	67447895	5.1e-06
15	67449660	6e-08
15	67451215	7.4e-08
15	67451954	9.6e-06
15	67460757	6.5e-07
15	67464013	1.8e-08
15	67467507	1.9e-06
15	67467541	2.7e-06
15	67468285	8e-13
15	67469568	0.00037
15	67600344	0.0017
15	68960014	0.058
15	70737689	0.0022
15	70739997	0.00082
15	70751492	0.0065
15	71458880	0.07
15	73375847	0.89
15	73547727	0.23
15	74114969	0.00038
15	76359055	0.042
15	77576567	0.0011
15	77664901	0.0049
15	79007950	0.19
15	80980052	7.4e-05
15	80984169	7.8e-05
15	80992165	2.8e-05
15	80998903	0.00051
15	81332677	0.028
15	81583481	0.014
15	81778698	0.36
15	83225922	8.7e-05
15	83417453	1.5e-05
15	83435828	1.4e-05
15	84058592	0.11
15	86386563	0.15
15	86591847	0.11
15	89451268	0.67
15	91404705	6.4e-05
15	91418297	1.2e-05
15	91441086	0.0031
15	91871204	0.023
15	91912124	0.00085
15	92818021	0.0001
15	92823235	6.3e-05
15	92834134	0.00025
15	92845874	0.0092
15	92846995	0.00032
15	93517693	0.018
15	94036223	0.0052
15	94335090	0.37
15	94755230	0.00084
15	95169873	0.2
15	95270843	0.0081
15	96564057	4.1e-05
15	98195700	7.8e-05
15	98196147	0.0002
15	100377753	0.11
15	101112719	0.046
15	101488582	0.0016
15	101497921	0.0018
15	101531832	0.0035
15	101602558	0.027
15	101625174	0.0067
15	101888081	0.63
15	102233260	0.27
16	2145787	0.99
16	4179531	0.00017
16	4189133	0.00067
16	4201223	2.3e-05
16	6299208	0.002
16	6310233	0.00033
16	6319505	0.0062
16	7235448	0.25
16	7662831	0.019
16	7666088	0.048
16	8148808	0.21
16	9413622	0.094
16	10229982	0.53
16	11406519	5.6e-05
16	11468218	1.8e-05
16	11701128	0.00072
16	11734642	0.00038
16	11751015	0.00013
16	12016919	0.0024
16	12219190	0.038
16	12641649	0.012
16	17225640	0.096
16	17950045	0.19
16	18074700	0.034
16	19302326	0.41
16	20154879	0.0016
16	20155040	0.0011
16	20255123	0.0049
16	22773325	0.0064
16	23925153	0.0052
16	25236025	0.03
16	26120232	0.081
16	26359083	0.25
16	27215766	0.0086
16	27661581	0.61
16	28327463	1.2e-05
16	28333411	2e-08
16	28336882	1.2e-07
16	28490517	1.1e-10
16	28539848	6.1e-10
16	28545587	7.3e-07
16	28550667	1.1e-07
16	28554108	1.4e-07
16	28559573	1.4e-07
16	28570005	2.8e-07
16	28574615	3.7e-07
16	28586127	2e-07
16	28587389	9.7e-08
16	28593347	7.2e-08
16	28593597	2e-07
16	28594549	9.3e-08
16	28595700	1e-07
16	28631585	7.4e-10
16	28825605	4e-09
16	28837515	5.7e-09
16	28837906	9.2e-09
16	28838073	4.9e-05
16	28841777	9.1e-09
16	28844068	6.3e-05
16	28847246	8.8e-09
16	28848668	1.3e-08
16	28855727	1.1e-08
16	28867804	1.7e-08
16	28873398	1.7e-08
16	28881202	1.6e-08
16	28883241	1.6e-08
16	28885659	2.1e-08
16	28889486	2.1e-08
16	28898793	4.1e-07
16	28913787	1.8e-07
16	28915433	8.4e-05
16	28922149	2.8e-07
16	28984945	0.00035
16	28992646	0.00071
16	31193942	0.042
16	31334236	0.014
16	31336519	0.31
16	31368178	0.083
16	31376849	0.0069
16	31544369	0.92
16	31888684	0.0027
16	31892919	0.002
16	47017379	0.022
16	49658524	0.011
16	49776842	0.00017
16	50319891	5e-07
16	50327439	6.1e-07
16	50327594	6.4e-07
16	50342658	2.9e-09
16	50350883	1.4e-11
16	50355741	7.4e-10
16	50362386	0.0037
16	50363559	2.8e-12
16	50375955	2.3e-12
16	50389485	2.2e-09
16	50400087	1.4e-05
16	50427554	2e-06
16	50427825	1.9e-07
16	50429331	1.3e-07
16	50487839	1.2e-06
16	50508101	5.6e-10
16	50514497	1e-09
16	50528482	9.3e-10
16	50536826	8.6e-10
16	50539323	3.4e-09
16	50541546	9.5e-08
16	50554596	3.2e-09
16	50563647	7e-06
16	50565970	1.8e-10
16	50660962	4.6e-15
16	50661273	5.9e-19
16	50662844	2.9e-14
16	50665089	3e-14
16	50668426	1.4e-14
16	50670182	4.6e-14
16	50673651	2.2e-14
16	50676514	2.3e-14
16	50677571	1.9e-15
16	50686959	1.2e-18
16	50687015	8.9e-19
16	50687190	6.9e-19
16	50692364	2.4e-19
16	50723074	0.00051
16	50725193	4.2e-32
16	50730446	4.6e-29
16	50731096	1.3e-56
16	50734033	2.7e-06
16	50737980	2.3e-06
16	50739582	1.3e-58
16	50743331	4.2e-28
16	50744624	1.3e-64
