GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000068120	17	40713485	40718295	1	1	17500	0.73885	0.23
ENSG00000108788	17	40719086	40725257	2	1	17500	3.2629	0.00055135
ENSG00000131470	17	40724333	40729849	1	1	17500	0.7063	0.24
ENSG00000141699	17	40731531	40762641	11	2	17500	2.8639	0.0020925
ENSG00000037042	17	40811323	40819024	4	2	17500	2.3969	0.0082683
ENSG00000068137	17	40819932	40829048	1	1	17500	-0.84162	0.8
ENSG00000184451	17	40830907	40835935	2	1	17500	0.84081	0.20023
ENSG00000108797	17	40834631	40851832	7	2	17500	0.042521	0.48304
ENSG00000108799	17	40852293	40897071	4	2	17500	-0.31405	0.62326
ENSG00000126581	17	40962152	40985367	1	1	17500	2.2571	0.012
ENSG00000213373	17	41026687	41050751	1	1	17500	0.80642	0.21
ENSG00000131482	17	41052814	41065386	8	2	17500	-0.48539	0.6863
ENSG00000266967	17	41102543	41116515	1	1	17500	0.17637	0.43
ENSG00000108825	17	41102543	41132545	2	1	17500	0.19354	0.42327
ENSG00000267060	17	41120105	41132545	1	1	17500	0.22754	0.41
ENSG00000198863	17	41132582	41145707	4	2	17500	0.19345	0.4233
ENSG00000131469	17	41150290	41154976	4	1	17500	-0.18837	0.57471
ENSG00000068079	17	41158742	41166473	3	1	17500	-0.63649	0.73777
ENSG00000108828	17	41166622	41177140	3	1	17500	-0.39808	0.65471
ENSG00000108830	17	41177258	41184057	1	1	17500	0.30548	0.38
ENSG00000012048	17	41196312	41277500	21	2	17500	0.43961	0.33011
ENSG00000198496	17	41277627	41305688	2	1	17500	0.28172	0.38908
ENSG00000188554	17	41322498	41363708	8	1	17500	0.096882	0.46141
ENSG00000184988	17	41363854	41372061	1	1	17500	0.27932	0.39
ENSG00000236383	17	41368960	41383338	1	1	17500	0.27932	0.39
ENSG00000188825	17	41447213	41466567	4	2	17500	0.13686	0.44557
ENSG00000175906	17	41476327	41478505	1	1	17500	1.2816	0.1
ENSG00000267151	17	41522075	41528568	1	1	17500	1.8522	0.032
ENSG00000067596	17	41561233	41621831	16	1	17500	0.90112	0.18376
ENSG00000175832	17	41605212	41656988	15	2	17500	0.81554	0.20738
ENSG00000005102	17	41717756	41739322	5	2	17500	-0.78783	0.7846
ENSG00000167941	17	41831099	41836156	1	1	17500	0.35846	0.36
ENSG00000108861	17	41843489	41856356	5	2	17500	-1.3025	0.90363
ENSG00000231256	17	41857803	41864980	4	1	17500	-0.5111	0.69536
ENSG00000161647	17	41878167	41910538	5	1	17500	-1.5749	0.94235
ENSG00000161649	17	41924516	41940997	5	1	17500	-1.6572	0.95126
ENSG00000108852	17	41952725	41987068	16	2	17500	-0.11202	0.5446
ENSG00000108849	17	42018172	42019836	1	1	17500	-0.30548	0.62
ENSG00000131096	17	42030106	42081837	10	3	17500	-0.059529	0.52373
ENSG00000161653	17	42081914	42086431	2	1	17500	1.4427	0.074554
ENSG00000091947	17	42088556	42101314	5	2	17500	-0.8069	0.79014
ENSG00000161654	17	42112003	42144987	6	3	17500	-0.79726	0.78735
ENSG00000141349	17	42148103	42153709	1	1	17500	1.0803	0.14
ENSG00000108840	17	42154114	42201070	13	2	17500	1.4395	0.075011
ENSG00000212446	17	42213251	42213357	1	1	17500	1.7169	0.043
ENSG00000125319	17	42219274	42239844	6	1	17500	2.0479	0.020287
ENSG00000161664	17	42247815	42256451	3	1	17500	1.8382	0.033017
ENSG00000267080	17	42253341	42264085	3	1	17500	2.1441	0.016014
ENSG00000168591	17	42264338	42269099	3	1	17500	1.9305	0.026771
ENSG00000087152	17	42269173	42277481	1	1	17500	-0.61281	0.73
ENSG00000108312	17	42282401	42298994	3	1	17500	3.0952	0.00098341
ENSG00000004939	17	42325753	42345509	5	2	17500	2.5069	0.0060897
ENSG00000108309	17	42385781	42396039	2	1	17500	0.67581	0.24958
ENSG00000013306	17	42396993	42402238	3	1	17500	0.68229	0.24753
ENSG00000030582	17	42422614	42430470	2	1	17500	-1.4283	0.92339
ENSG00000161682	17	42430583	42441243	1	1	17500	0.25335	0.4
ENSG00000005961	17	42449548	42466873	2	1	17500	-1.1383	0.87249
ENSG00000186566	17	42472652	42580798	19	2	17500	-0.28048	0.61045
ENSG00000180336	17	42733762	42767676	5	2	17500	0.10161	0.45953
ENSG00000180329	17	42750437	42767147	3	1	17500	-0.67477	0.75009
ENSG00000161692	17	42785976	42829632	8	3	17500	0.46828	0.31979
ENSG00000073670	17	42836399	42859214	8	2	17500	0.010871	0.49566
ENSG00000182963	17	42875816	42908184	5	2	17500	0.010591	0.49578
ENSG00000131097	17	42923721	42927848	4	2	17500	0.37032	0.35557
ENSG00000108883	17	42927311	42977030	31	6	17500	-0.28918	0.61378
ENSG00000167131	17	42976510	42982758	8	2	17500	-0.49459	0.68955
ENSG00000214447	17	42977135	42982758	8	2	17500	-0.49459	0.68955
ENSG00000131095	17	42982376	42994305	10	4	17500	-0.12903	0.55133
ENSG00000186185	17	43002077	43025082	7	3	17500	-0.49597	0.69004
ENSG00000131094	17	43037061	43045439	2	1	17500	-0.3671	0.64323
ENSG00000172992	17	43100708	43138473	12	4	17500	-1.6444	0.94995
ENSG00000136448	17	43128978	43186384	31	6	17500	-0.61068	0.72929
ENSG00000161714	17	43186335	43210721	19	7	17500	0.32969	0.37082
ENSG00000181513	17	43209967	43221548	5	2	17500	0.759	0.22393
ENSG00000186834	17	43224684	43229468	1	1	17500	0.025069	0.49
ENSG00000168517	17	43238067	43247407	1	1	17500	-0.30548	0.62
ENSG00000184922	17	43298811	43324687	8	2	17500	-0.31048	0.6219
ENSG00000267278	17	43325292	43345997	10	3	17500	2.2662	0.011719
ENSG00000184361	17	43331760	43339479	7	2	17500	2.3172	0.010246
ENSG00000006062	17	43340488	43394414	15	4	17500	1.6249	0.052093
ENSG00000159314	17	43471275	43511787	7	3	17500	1.6021	0.054565
ENSG00000225190	17	43513266	43568115	1	1	17500	2.1444	0.016
ENSG00000204650	17	43697694	43725582	4	1	17500	2.7287	0.0031797
ENSG00000120088	17	43699267	43913194	99	7	17500	3.4387	0.00029231
ENSG00000264589	17	43921017	43972966	21	3	17500	3.4938	0.00023808
ENSG00000185294	17	43922256	43924438	7	2	17500	3.372	0.0003731
ENSG00000186868	17	43971748	44105700	62	4	17500	3.6085	0.00015396
ENSG00000120071	17	44107282	44302733	46	3	17500	3.156	0.00079972
ENSG00000214401	17	44270942	44274089	1	1	17500	3.1117	0.00093
ENSG00000073969	17	44668035	44834830	18	2	17500	3.1493	0.00081829
ENSG00000108379	17	44839872	44910520	18	6	17500	3.2595	0.000558
ENSG00000158955	17	44910567	44964096	16	4	17500	1.1801	0.11898
ENSG00000108433	17	45000483	45105003	41	7	17500	1.8131	0.03491
ENSG00000263142	17	45055847	45131935	12	4	17500	0.68096	0.24795
ENSG00000004897	17	45195069	45266788	16	5	17500	1.2014	0.11481
ENSG00000198336	17	45277812	45301045	10	2	17500	2.4911	0.0063681
ENSG00000259207	17	45331212	45421658	46	10	17500	1.7736	0.038061
ENSG00000259753	17	45331263	45421658	46	10	17500	1.7736	0.038061
ENSG00000178852	17	45400656	45518678	34	5	17500	-0.21931	0.5868
ENSG00000228782	17	45527934	45569858	3	1	17500	-0.41037	0.65923
ENSG00000141279	17	45600308	45700642	8	2	17500	0.92205	0.17825
ENSG00000108424	17	45726842	45762871	7	1	17500	0.013614	0.49457
ENSG00000198933	17	45771447	45789416	3	1	17500	1.1144	0.13255
ENSG00000073861	17	45810610	45823485	10	3	17500	1.8167	0.034629
ENSG00000006025	17	45884738	45899200	9	3	17500	0.67239	0.25067
ENSG00000159111	17	45900638	45908900	6	2	17500	0.26459	0.39566
ENSG00000141294	17	45908993	45915079	6	2	17500	-0.24378	0.5963
ENSG00000141295	17	45915058	45918699	3	2	17500	-0.14897	0.55921
ENSG00000189120	17	45922279	45933240	3	1	17500	-0.0252	0.51005
ENSG00000167182	17	45973516	46006323	8	2	17500	1.1141	0.13261
ENSG00000108439	17	46018872	46025654	8	3	17500	1.5304	0.062954
ENSG00000167183	17	46029333	46035244	4	2	17500	0.12844	0.4489
ENSG00000108465	17	46045176	46059140	9	2	17500	0.46732	0.32013
ENSG00000005243	17	46103533	46115392	5	2	17500	-0.25499	0.60063
ENSG00000082641	17	46125691	46138849	3	2	17500	0.94917	0.17127
ENSG00000108468	17	46147414	46178883	13	4	17500	0.69177	0.24454
ENSG00000002919	17	46180719	46200436	5	1	17500	0.25171	0.40063
ENSG00000141293	17	46210802	46507637	110	14	17500	1.4488	0.073696
ENSG00000120094	17	46605888	46608359	2	1	17500	1.0653	0.14336
ENSG00000173917	17	46618256	46623441	2	1	17500	1.2491	0.10582
ENSG00000230148	17	46620913	46628610	1	1	17500	-2.0537	0.98
ENSG00000120093	17	46626232	46682274	16	4	17500	1.7321	0.041631
ENSG00000233101	17	46626992	46683776	17	4	17500	1.6301	0.051545
ENSG00000257178	17	46656992	46659621	2	1	17500	1.5072	0.065883
ENSG00000120075	17	46668619	46671323	2	1	17500	-0.59366	0.72363
ENSG00000108511	17	46671639	46682354	4	2	17500	2.1041	0.017683
ENSG00000260027	17	46684594	46710934	7	3	17500	1.1626	0.12249
ENSG00000170689	17	46698518	46703839	2	1	17500	1.0029	0.15795
ENSG00000159182	17	46799084	46799884	1	1	17500	1.5893	0.056
ENSG00000159184	17	46802125	46806540	1	1	17500	0.61281	0.27
ENSG00000170703	17	46839597	46894576	20	4	17500	1.3737	0.084765
ENSG00000136436	17	46908350	46943884	15	3	17500	4.1341	1.7816e-05
ENSG00000248278	17	46952222	46986345	8	2	17500	0.87132	0.19179
ENSG00000159199	17	46970127	46973233	2	1	17500	0.48936	0.31229
ENSG00000159202	17	46985731	47006418	9	2	17500	0.31016	0.37822
ENSG00000159210	17	47006678	47022479	7	2	17500	1.0463	0.14771
ENSG00000159224	17	47035916	47045958	3	1	17500	0.13998	0.44434
ENSG00000159217	17	47074774	47133012	14	2	17500	-0.79754	0.78743
ENSG00000167080	17	47209822	47247351	11	5	17500	0.57206	0.28364
ENSG00000167083	17	47280153	47287936	11	4	17500	1.8595	0.031477
ENSG00000108798	17	47287589	47300587	5	2	17500	1.6036	0.054398
ENSG00000173868	17	47300724	47308128	2	1	17500	1.6198	0.052638
ENSG00000198740	17	47366568	47439835	18	3	17500	0.30517	0.38012
ENSG00000167085	17	47481414	47492246	7	3	17500	-0.9525	0.82958
ENSG00000064300	17	47572655	47592379	6	2	17500	0.90569	0.18255
ENSG00000182575	17	47653220	47661189	2	1	17500	-0.05373	0.52142
ENSG00000121067	17	47676246	47755596	17	5	17500	0.91057	0.18126
ENSG00000121073	17	47778305	47786376	1	1	17500	0.7063	0.24
ENSG00000121104	17	47787694	47866542	13	4	17500	0.63633	0.26228
ENSG00000136504	17	47865917	47906458	5	2	17500	-0.08657	0.53449
ENSG00000176358	17	47915671	47925379	2	1	17500	0.68167	0.24772
ENSG00000108813	17	48046334	48052321	3	1	17500	0.061695	0.4754
ENSG00000064195	17	48067369	48072588	1	1	17500	-0.050154	0.52
ENSG00000005884	17	48133332	48167845	9	3	17500	0.44341	0.32874
ENSG00000005882	17	48172101	48189516	8	2	17500	0.5616	0.2872
ENSG00000167100	17	48187404	48207246	6	3	17500	1.1065	0.13426
ENSG00000108819	17	48211104	48227991	4	2	17500	1.2379	0.10788
ENSG00000108823	17	48241575	48253292	2	1	17500	-0.75843	0.7759
ENSG00000188662	17	48248789	48258539	5	1	17500	-0.41516	0.66099
ENSG00000108821	17	48260650	48278993	5	2	17500	-0.68639	0.75377
ENSG00000167105	17	48348767	48358844	4	2	17500	0.36144	0.35888
ENSG00000015532	17	48423453	48440499	5	1	17500	2.3274	0.0099709
ENSG00000108826	17	48445218	48450575	4	1	17500	1.5182	0.064478
ENSG00000154920	17	48450581	48458844	6	2	17500	1.5888	0.056048
ENSG00000108829	17	48452420	48474914	18	5	17500	1.5376	0.062073
ENSG00000167107	17	48503519	48552206	21	4	17500	0.1451	0.44231
ENSG00000136457	17	48541857	48546327	1	1	17500	-0.050154	0.52
ENSG00000136444	17	48556161	48563336	4	2	17500	-0.30605	0.62022
ENSG00000136449	17	48585745	48608862	14	2	17500	1.0634	0.1438
ENSG00000049283	17	48609904	48621111	2	1	17500	0.59689	0.27529
ENSG00000006282	17	48620419	48633213	5	2	17500	0.22244	0.41199
ENSG00000250107	17	48633568	48639469	4	2	17500	-0.69494	0.75645
ENSG00000006283	17	48638429	48704835	27	6	17500	-0.2822	0.61111
ENSG00000108846	17	48712138	48769613	13	5	17500	-1.075	0.85881
ENSG00000154945	17	48770551	48785285	3	1	17500	-0.8084	0.79057
ENSG00000108848	17	48796905	48833574	9	3	17500	-0.63404	0.73697
ENSG00000167117	17	48838390	48844918	3	2	17500	0.75884	0.22397
ENSG00000173714	17	48912011	48919709	5	1	17500	-1.5866	0.94369
ENSG00000141232	17	48939584	48945339	1	1	17500	-0.8779	0.81
ENSG00000229980	17	48944040	48987098	11	2	17500	-1.2378	0.89211
ENSG00000008294	17	49039535	49198226	25	3	17500	0.17734	0.42962
ENSG00000239672	17	49230897	49239789	5	2	17500	0.19936	0.42099
ENSG00000243678	17	49230920	49249108	5	2	17500	1.1543	0.12419
ENSG00000011052	17	49230951	49249105	5	2	17500	1.1543	0.12419
ENSG00000011258	17	49254786	49337524	26	4	17500	1.1813	0.11875
ENSG00000011260	17	49337889	49375297	11	2	17500	1.5986	0.054955
ENSG00000154975	17	49707674	50237377	245	41	17500	0.42104	0.33686
ENSG00000141200	17	51900239	51902573	5	2	17500	0.010869	0.49566
ENSG00000141198	17	52976748	53039310	21	4	17500	-0.36843	0.64372
ENSG00000166260	17	53029263	53046146	12	2	17500	-0.0048088	0.50192
ENSG00000166263	17	53046088	53241646	54	7	17500	-0.51086	0.69528
ENSG00000108924	17	53342373	53402426	40	9	17500	0.74605	0.22782
ENSG00000108960	17	53469974	53499353	14	4	17500	1.1028	0.13507
ENSG00000166292	17	53796988	53809482	1	1	17500	-1.2265	0.89
ENSG00000141179	17	53828340	53920191	27	3	17500	0.1055	0.45799
ENSG00000153930	17	54188319	54589020	141	25	17500	-0.88962	0.81317
ENSG00000214226	17	54869274	54916134	15	3	17500	2.8764	0.0020115
ENSG00000153933	17	54911460	54946036	11	2	17500	2.2415	0.012498
ENSG00000121060	17	54965270	54991399	11	4	17500	0.0022405	0.49911
ENSG00000121058	17	55015548	55038415	7	2	17500	-0.68431	0.75311
ENSG00000121064	17	55055466	55084129	11	3	17500	-0.72917	0.76705
ENSG00000121057	17	55162453	55198710	21	6	17500	0.13392	0.44673
ENSG00000153944	17	55333212	55762046	221	64	17500	-0.92943	0.82367
ENSG00000166329	17	55821842	55822673	1	1	17500	-0.07527	0.53
ENSG00000222976	17	55866810	55867093	1	1	17500	-0.43991	0.67
ENSG00000181610	17	55916842	55927417	2	1	17500	0.24377	0.4037
ENSG00000180891	17	55938604	56032684	22	7	17500	1.7083	0.043792
ENSG00000136451	17	56048910	56065620	3	1	17500	0.55887	0.28812
ENSG00000136450	17	56080721	56084707	1	1	17500	0.55338	0.29
ENSG00000264364	17	56160776	56172897	2	1	17500	-0.85143	0.80273
ENSG00000141194	17	56232494	56233517	2	1	17500	-1.5221	0.93601
ENSG00000255713	17	56247017	56247940	1	1	17500	-0.95417	0.83
ENSG00000121053	17	56270098	56282535	6	2	17500	0.99411	0.16008
ENSG00000011143	17	56282803	56296966	4	2	17500	-1.0872	0.86153
ENSG00000167419	17	56295909	56345879	14	4	17500	0.94441	0.17248
ENSG00000005381	17	56347217	56358296	2	1	17500	2.5968	0.0047046
ENSG00000005379	17	56378592	56406152	15	4	17500	-0.55712	0.71128
ENSG00000265148	17	56402811	56493127	27	7	17500	2.6282	0.0042924
ENSG00000213246	17	56422539	56430454	3	1	17500	2.0901	0.018305
ENSG00000108375	17	56429861	56494956	19	5	17500	2.3742	0.0087944
ENSG00000176160	17	56497528	56565745	10	3	17500	1.6229	0.052309
ENSG00000108389	17	56566898	56595266	5	2	17500	1.1996	0.11516
ENSG00000108387	17	56597611	56618179	11	3	17500	0.77503	0.21916
ENSG00000181013	17	56618948	56621729	2	1	17500	2.2852	0.01115
ENSG00000121101	17	56634039	56769416	37	6	17500	2.0181	0.021792
ENSG00000200997	17	56756888	56757051	1	1	17500	-0.20189	0.58
ENSG00000108384	17	56769934	56811703	9	3	17500	2.4262	0.0076279
ENSG00000175175	17	56833230	57058983	38	6	17500	1.7553	0.039602
ENSG00000108395	17	57059999	57184282	20	2	17500	1.4441	0.074348
ENSG00000182628	17	57187312	57232630	9	2	17500	3.1005	0.00096605
ENSG00000068489	17	57232860	57282066	8	1	17500	2.6919	0.0035524
ENSG00000167447	17	57286761	57292608	2	1	17500	1.7292	0.041891
ENSG00000153982	17	57297828	57353328	9	2	17500	2.4522	0.0070988
ENSG00000175155	17	57409050	57479090	25	5	17500	1.4514	0.073339
ENSG00000108406	17	57642886	57685706	3	1	17500	1.7846	0.037161
ENSG00000141367	17	57697219	57773671	27	3	17500	1.6104	0.053657
ENSG00000141378	17	57751997	57784987	13	2	17500	1.4627	0.071781
ENSG00000062716	17	57784553	57919616	37	6	17500	3.0789	0.0010387
ENSG00000108423	17	57936851	57970304	8	2	17500	4.0728	2.3228e-05
ENSG00000108443	17	57970447	58027925	15	3	17500	4.1227	1.8725e-05
ENSG00000189050	17	58029601	58042122	3	2	17500	3.0795	0.0010368
ENSG00000267104	17	58039724	58096413	4	2	17500	2.4515	0.0071134
ENSG00000068097	17	58120555	58156292	14	1	17500	1.1006	0.13554
ENSG00000167434	17	58227297	58248260	4	2	17500	0.16374	0.43497
ENSG00000170832	17	58256455	58499831	24	2	17500	-0.16969	0.56737
ENSG00000141371	17	58469790	58508782	8	2	17500	0.69532	0.24343
ENSG00000062725	17	58520520	58603580	4	2	17500	1.9795	0.023879
ENSG00000141376	17	58754814	59470199	98	15	17500	2.3587	0.0091689
ENSG00000121075	17	59529765	59562471	20	7	17500	0.62493	0.26601
ENSG00000136492	17	59758627	59940882	57	6	17500	-0.68962	0.75478
ENSG00000108506	17	59942731	60005377	10	3	17500	0.64353	0.25994
ENSG00000108510	17	60019966	60142643	21	3	17500	0.50282	0.30755
ENSG00000172421	17	60447579	60493837	16	3	17500	-0.26455	0.60432
ENSG00000146872	17	60536019	60692842	12	2	17500	1.2082	0.11348
ENSG00000011028	17	60704762	60770958	13	3	17500	0.9291	0.17642
ENSG00000173838	17	60778675	60885705	30	4	17500	0.30537	0.38004
ENSG00000170921	17	61086917	61505060	64	7	17500	-0.84169	0.80002
ENSG00000008283	17	61509665	61523739	3	2	17500	0.19566	0.42244
ENSG00000159640	17	61554422	61599205	21	3	17500	-0.15412	0.56124
ENSG00000264813	17	61562184	61599209	17	3	17500	-0.1309	0.55207
ENSG00000224353	17	61584417	61597167	8	1	17500	0.16285	0.43532
ENSG00000173826	17	61600695	61626338	8	2	17500	-0.60695	0.72806
ENSG00000136485	17	61627822	61671639	5	1	17500	-0.5312	0.70236
ENSG00000198909	17	61699775	61773663	20	1	17500	-1.1225	0.86918
ENSG00000266173	17	61780192	61819330	14	2	17500	0.63645	0.26224
ENSG00000108588	17	61822610	61853711	9	2	17500	0.22186	0.41221
ENSG00000198231	17	61850963	61896677	9	2	17500	0.52604	0.29943
ENSG00000108592	17	61896793	61907372	5	1	17500	0.78745	0.21551
ENSG00000087191	17	61904512	61909379	4	1	17500	0.86628	0.19317
ENSG00000108604	17	61909444	61920425	4	1	17500	0.82759	0.20395
ENSG00000240280	17	61926652	61941739	3	1	17500	1.0037	0.15777
ENSG00000007312	17	62006100	62009714	5	2	17500	-0.7899	0.78521
ENSG00000007314	17	62015914	62050278	11	5	17500	1.4472	0.073923
ENSG00000224383	17	62075711	62081664	1	1	17500	0.49585	0.31
ENSG00000178607	17	62116502	62208179	23	3	17500	0.044408	0.48229
ENSG00000136478	17	62224587	62340661	53	7	17500	-0.69689	0.75706
ENSG00000256525	17	62473902	62493154	4	1	17500	-0.43854	0.6695
ENSG00000108654	17	62495734	62504317	3	2	17500	-0.093684	0.53732
ENSG00000108854	17	62538413	62658186	6	1	17500	-0.93768	0.82579
ENSG00000215769	17	62745781	62778117	2	1	17500	0.25797	0.39822
ENSG00000214176	17	62775377	62833272	1	1	17500	0.22754	0.41
ENSG00000120063	17	63006833	63052957	4	1	17500	0.73031	0.2326
ENSG00000108370	17	63133549	63223821	32	6	17500	0.57934	0.28118
ENSG00000168646	17	63524681	63557765	7	2	17500	1.1734	0.12032
ENSG00000154240	17	63631656	64188202	193	23	17500	0.16873	0.433
ENSG00000266707	17	64193811	64194356	1	1	17500	1.0803	0.14
ENSG00000091583	17	64208151	64252643	32	7	17500	0.68991	0.24512
ENSG00000154229	17	64298754	64806861	259	47	17500	1.3097	0.095153
ENSG00000075429	17	64831235	64881603	32	12	17500	0.64421	0.25972
ENSG00000075461	17	64961026	65029514	18	5	17500	-1.3282	0.90794
ENSG00000108878	17	65040706	65052909	10	3	17500	-1.1616	0.8773
ENSG00000198265	17	65066554	65242105	49	7	17500	0.49696	0.30961
ENSG00000197170	17	65334032	65362743	8	3	17500	0.49687	0.30964
ENSG00000154217	17	65373575	65693372	89	30	17500	1.4318	0.076097
ENSG00000130935	17	65713949	65740647	9	2	17500	1.5088	0.06567
ENSG00000171634	17	65821640	65980494	21	2	17500	-0.71663	0.7632
ENSG00000186665	17	65987217	65989765	1	1	17500	-1.2265	0.89
ENSG00000196704	17	66243715	66253297	3	1	17500	1.0519	0.14643
ENSG00000141337	17	66255323	66418872	52	18	17500	1.6892	0.045595
ENSG00000108932	17	66263167	66287408	7	3	17500	2.064	0.019508
ENSG00000070540	17	66417089	66453654	13	3	17500	1.2865	0.099138
ENSG00000108946	17	66507921	66547460	24	5	17500	0.44649	0.32762
ENSG00000108950	17	66531254	66597530	22	8	17500	1.2325	0.10887
ENSG00000141338	17	66863433	66951533	37	7	17500	0.87446	0.19093
ENSG00000154258	17	66970629	67057205	22	4	17500	-0.099216	0.53952
ENSG00000231749	17	67000855	67014464	2	1	17500	1.2384	0.10778
ENSG00000154262	17	67074843	67138029	29	4	17500	-0.32016	0.62558
ENSG00000154263	17	67143355	67240987	36	5	17500	0.48996	0.31208
ENSG00000154265	17	67240452	67323385	19	4	17500	0.39495	0.34644
ENSG00000267203	17	67314874	67315102	1	1	17500	-0.4677	0.68
ENSG00000108984	17	67410839	67539472	41	10	17500	-0.046201	0.51843
ENSG00000267603	17	68047418	68064236	6	2	17500	1.7415	0.040794
ENSG00000153822	17	68049570	68131749	37	6	17500	0.54652	0.29235
ENSG00000123700	17	68164814	68176189	2	1	17500	-0.35048	0.63701
ENSG00000267170	17	68237465	68237902	2	1	17500	-1.3149	0.90572
ENSG00000260785	17	69093916	69198318	58	7	17500	0.38131	0.35149
ENSG00000256124	17	70026432	70034889	2	1	17500	2.0701	0.019223
ENSG00000234899	17	70033455	70217977	74	18	17500	1.8626	0.031261
ENSG00000125398	17	70117161	70122561	1	1	17500	-0.99446	0.84
ENSG00000227036	17	70319264	70636611	138	42	17500	1.3106	0.095003
ENSG00000133195	17	70642088	71088851	175	48	17500	1.2048	0.11414
ENSG00000180616	17	71161151	71167185	8	2	17500	0.70341	0.2409
ENSG00000166685	17	71189129	71204646	12	2	17500	-0.34655	0.63553
ENSG00000133193	17	71203492	71232892	12	2	17500	-0.45976	0.67716
ENSG00000141219	17	71228372	71245091	9	2	17500	0.027766	0.48892
ENSG00000187959	17	71244588	71258491	5	2	17500	1.2181	0.1116
ENSG00000179604	17	71279763	71308314	11	4	17500	-0.96267	0.83214
ENSG00000069188	17	71330523	71640228	133	39	17500	3.8603	5.6615e-05
ENSG00000177338	17	71746469	71824659	31	7	17500	0.48728	0.31303
ENSG00000141540	17	72209653	72258155	15	3	17500	0.8026	0.2111
ENSG00000171595	17	72270386	72311023	15	4	17500	0.87857	0.18982
ENSG00000196169	17	72322349	72351959	12	4	17500	-0.086665	0.53453
ENSG00000204347	17	72352555	72358085	4	1	17500	-0.5984	0.72521
ENSG00000257008	17	72363546	72368761	1	1	17500	0.43991	0.33
ENSG00000170412	17	72420990	72447792	6	2	17500	-0.63803	0.73827
ENSG00000167851	17	72462555	72480933	7	2	17500	-1.1342	0.87165
ENSG00000178789	17	72517313	72527613	4	2	17500	2.5901	0.0047978
ENSG00000167850	17	72537247	72542282	7	2	17500	1.7932	0.036467
ENSG00000204345	17	72575504	72588422	5	2	17500	0.6901	0.24507
ENSG00000182352	17	72580818	72590348	8	2	17500	0.58269	0.28005
ENSG00000186407	17	72606026	72619897	12	4	17500	0.12756	0.44925
ENSG00000172794	17	72666717	72743474	17	5	17500	-0.1335	0.5531
ENSG00000186074	17	72690452	72709117	5	2	17500	-0.1109	0.54415
ENSG00000109062	17	72744791	72765492	3	2	17500	-0.45886	0.67683
ENSG00000109065	17	72766686	72772506	4	2	17500	-0.51521	0.6968
ENSG00000109066	17	72772622	72835918	20	4	17500	0.13969	0.44445
ENSG00000161509	17	72838162	72857627	5	1	17500	-0.47515	0.68266
ENSG00000161513	17	72858619	72869156	6	1	17500	-0.45229	0.67447
ENSG00000172782	17	72873428	72889708	6	2	17500	1.07	0.1423
ENSG00000183034	17	72920370	72930007	2	1	17500	-0.47952	0.68422
ENSG00000182938	17	72931814	72946087	11	4	17500	-0.001833	0.50073
ENSG00000167861	17	72946838	72969261	4	2	17500	0.78572	0.21602
ENSG00000109089	17	72983727	73001895	2	1	17500	1.6782	0.046655
ENSG00000167862	17	73008765	73017356	5	2	17500	1.3587	0.087128
ENSG00000180901	17	73028670	73061984	16	5	17500	0.66318	0.25361
ENSG00000167863	17	73034958	73043080	8	2	17500	0.42827	0.33423
ENSG00000170190	17	73083822	73102257	5	2	17500	0.34773	0.36402
ENSG00000125449	17	73106047	73126360	7	2	17500	-1.8219	0.96576
ENSG00000189159	17	73131343	73164376	3	1	17500	-1.1831	0.88162
ENSG00000125450	17	73201754	73231853	8	1	17500	-1.0522	0.85365
ENSG00000125447	17	73232694	73258444	6	2	17500	-1.3383	0.90961
ENSG00000125445	17	73257755	73262454	2	1	17500	-1.2011	0.88514
ENSG00000125454	17	73269073	73285591	3	1	17500	-1.7158	0.9569
ENSG00000177885	17	73314157	73401790	21	2	17500	0.049968	0.48007
ENSG00000177728	17	73437240	73496171	13	2	17500	0.071814	0.47137
ENSG00000177303	17	73496342	73511664	5	2	17500	0.78404	0.21651
ENSG00000182173	17	73512141	73520820	1	1	17500	-0.49585	0.69
ENSG00000073350	17	73521161	73571289	20	3	17500	1.6936	0.045166
ENSG00000266714	17	73584139	73622929	29	8	17500	0.73553	0.23101
ENSG00000108469	17	73622925	73663269	9	2	17500	0.38259	0.35101
ENSG00000204323	17	73629514	73637484	1	1	17500	0.33185	0.37
ENSG00000161526	17	73663196	73704142	10	1	17500	0.81933	0.2063
ENSG00000132470	17	73717408	73753899	7	3	17500	1.8569	0.03166
ENSG00000108479	17	73747675	73761792	4	2	17500	2.7319	0.0031485
ENSG00000132475	17	73772515	73781974	2	1	17500	0.27473	0.39176
ENSG00000132478	17	73780681	73821886	11	3	17500	0.44375	0.32861
ENSG00000092929	17	73823306	73840798	4	2	17500	0.066538	0.47347
ENSG00000132471	17	73841780	73852588	2	1	17500	-0.45301	0.67473
ENSG00000132481	17	73870242	73874656	2	1	17500	-0.80909	0.79077
ENSG00000141569	17	73876416	73893084	2	1	17500	-0.15449	0.56139
ENSG00000204316	17	73894724	73905899	1	1	17500	1.6954	0.045
ENSG00000188878	17	73905655	73937221	6	2	17500	1.0235	0.15304
ENSG00000161533	17	73937588	73975515	15	5	17500	0.64016	0.26103
ENSG00000257949	17	73975301	73996667	2	1	17500	1.4208	0.077684
